trade_id,timestamp,ticker,action,quantity,entry,exit_price,stop_loss,take_profit,status,pnl,pnl_points,pnl_rupees,duration_seconds,reason,score,closed_at,updated_at
LT_CE-2026-09-18T03:45:06-BUY,2026-09-18T03:45:06,LT_CE,BUY,175,58.7,68.65,38.155,95.681,closed,1741.2500000000005,9.950000000000003,1741.2500000000005,21593.469796,MARKET_CLOSE_FORCED_EXIT,85,2026-09-18T09:45:00,
INFY_PE-2026-09-18T03:51:00-SELL,2026-09-18T03:51:00,INFY_PE,SELL,400,26.55,28.65,35.8425,9.823500000000001,closed,-839.9999999999991,-2.099999999999998,-839.9999999999991,21239.972479,MARKET_CLOSE_FORCED_EXIT,70,2026-09-18T09:45:00,
